Negocio|Nombre negocio|Gen|Nombre Gen|Uen|Nombre de la uen|Sublinea|Nomb Sublinea|Cat|Desc_Categoria|Subc|Desc_Subcategoria|Nom abreviado|Segmento|Desc_Segmento|Tipo unidad de medida|Unidad PUM|Descripción PUM                                                                                       
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1040|ANGUS                         |ANGUS     |0550|SOLOMO RDO ANGUS              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1040|ANGUS                         |ANGUS     |0560|SOLOMO EXTRANJERO ANGUS       |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1040|ANGUS                         |ANGUS     |0570|VACIO ANGUS                   |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1040|ANGUS                         |ANGUS     |0580|PECETO ANGUS                  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1040|ANGUS                         |ANGUS     |0590|SOLOMITO ANGUS                |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1040|ANGUS                         |ANGUS     |0600|CARNE ASAR FREIR ANGUS        |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1040|ANGUS                         |ANGUS     |0605|MOLIDAS ANGUS                 |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1040|ANGUS                         |ANGUS     |0610|PUNTA DE ANCA ANGUS           |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1040|ANGUS                         |ANGUS     |0760|HAMBURGUESAS                  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1045|HEREFORD                      |HEREFORD  |0760|HAMBURGUESAS                  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1045|HEREFORD                      |HEREFORD  |0800|SOLOMO REDONDO HEREFORD       |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1045|HEREFORD                      |HEREFORD  |0805|SOLOMO EXTRANJERO HEREFORD    |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1045|HEREFORD                      |HEREFORD  |0810|PUNTA DE ANCA HEREFORD        |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1046|MOLIDAS ROTAR                 |MOLD.ROTAR|0340|MOLIDAS DE RES LV             |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1047|CEBU PRIME                    |CEBU PRIME|0562|SOLOMITO PRIME                |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1047|CEBU PRIME                    |CEBU PRIME|0563|SOLOMITO REDONDO PRIME        |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1047|CEBU PRIME                    |CEBU PRIME|0564|PUNTA DE ANCA PRIME           |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1047|CEBU PRIME                    |CEBU PRIME|0565|SOLOMO EXTRANJERO PRIME       |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1047|CEBU PRIME                    |CEBU PRIME|0566|PALETERO PRIME                |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1047|CEBU PRIME                    |CEBU PRIME|0567|ASADO DE TIRA PRIME           |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1047|CEBU PRIME                    |CEBU PRIME|0568|BIFE PARRILLERO PRIME         |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1050|RES NACIONAL ROTAR            |RES NAL RO|0010|ATENDIDO                      |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1050|RES NACIONAL ROTAR            |RES NAL RO|0020|AUTOSERVICIO                  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1050|RES NACIONAL ROTAR            |RES NAL RO|0100|ASADO DE TIRA                 |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1050|RES NACIONAL ROTAR            |RES NAL RO|0120|BOFFE                         |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1050|RES NACIONAL ROTAR            |RES NAL RO|0145|CARNE ASAR FREIR              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1050|RES NACIONAL ROTAR            |RES NAL RO|0170|CHOCOZUELA                    |PES|G  |GRAMO                         
